,masterIncidentNumber,responseDate,reason,problem,callDisposition,citationIssued,personSearch,vehicleSearch,preRace,race,gender,lat,long,x,y,policePrecinct,neighborhood,lastUpdateDate
106842,18-407562,2018/12/13 17:04:59+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,45.00954,-93.29305,-10385335.33,5623023.195,4,Hawthorne,2018/12/14 08:20:37+00
106843,18-407570,2018/12/13 17:10:30+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,44.96549,-93.23615,-10379000.43,5616089.873,1,Cedar Riverside,2018/12/14 08:20:37+00
106844,18-407572,2018/12/13 17:10:58+00,Investigative,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Unknown,44.99149922,-93.29882874,-10385978.11,5620183.312,4,Near - North,2018/12/14 08:20:35+00
106845,18-407580,2018/12/13 17:13:14+00,Investigative,Suspicious Person (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Female,44.99149922,-93.29882874,-10385978.11,5620183.312,4,Near - North,2018/12/14 08:20:37+00
106846,18-407594,2018/12/13 17:25:57+00,Equipment Violation,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Male,45.00950803,-93.28722242,-10384686.1,5623018.456,4,Hawthorne,2018/12/14 08:20:37+00
106847,18-407599,2018/12/13 17:27:54+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,44.98654159,-93.25898209,-10381542.4,5619402.983,2,Nicollet Island - East Bank,2018/12/14 08:20:37+00
106848,18-407601,2018/12/13 17:31:20+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Black,Unknown,Unknown,45.00594488,-93.242921,-10379754.49,5622457.435,2,Windom Park,2018/12/14 08:20:36+00
106849,18-407607,2018/12/13 17:37:30+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,44.98657156,-93.26044339,-10381705.07,5619407.701,2,Nicollet Island - East Bank,2018/12/14 08:20:37+00
106850,18-407619,2018/12/13 17:45:46+00,Investigative,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Unknown,44.99228172,-93.29944245,-10386046.42,5620306.483,4,Near - North,2018/12/14 08:20:36+00
106851,18-407622,2018/12/13 17:48:42+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,44.98707924,-93.2589855,-10381542.78,5619487.606,2,Nicollet Island - East Bank,2018/12/14 08:20:37+00
106852,18-407648,2018/12/13 18:11:43+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Native American,Unknown,Unknown,44.95643946,-93.25241411,-10380811.25,5614666.376,3,Midtown Phillips,2018/12/14 08:20:35+00
106853,18-407649,2018/12/13 18:12:02+00,Moving Violation,Traffic Law Enforcement (P),BKG-Booking,YES,YES,YES,Black,Black,Male,45.00023,-93.28799,-10384771.38,5621558.122,4,Hawthorne,2018/12/14 08:20:37+00
106854,18-407670,2018/12/13 18:30:29+00,Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Native American,Male,44.96063,-93.24625,-10380124.73,5615325.209,3,Seward,2018/12/14 08:20:37+00
106855,18-407696,2018/12/13 18:56:59+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,White,White,Female,45.00369,-93.28799,-10384771.57,5622102.267,4,Hawthorne,2018/12/14 08:20:37+00
106856,18-407703,2018/12/13 19:03:56+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.94836,-93.28135,-10384032.91,5613394.952,5,Whittier,2018/12/14 08:20:37+00
106857,18-407711,2018/12/13 19:10:15+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Female,45.00261,-93.29717,-10385793.64,5621932.648,4,Jordan,2018/12/14 08:20:37+00
106858,18-407715,2018/12/13 19:11:39+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.95734,-93.29543,-10385600.22,5614807.501,5,Lowry Hill East,2018/12/14 08:20:37+00
106859,18-407726,2018/12/13 19:19:15+00,,Suspicious Person (P),ADV-Advised,,,,,,,44.97543284,-93.27342211,-10383149.85,5617654.719,1,Downtown West,2018/12/14 08:20:37+00
106860,18-407728,2018/12/13 19:20:29+00,Investigative,Suspicious Vehicle (P),RPT-Report,NO,YES,YES,Black,Black,Male,44.96273,-93.25396,-10380983.39,5615656.411,3,Ventura Village,2018/12/14 08:20:37+00
106861,18-407731,2018/12/13 19:22:29+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Female,45.00369,-93.28493,-10384430.87,5622101.794,4,Hawthorne,2018/12/14 08:20:37+00
106862,18-407732,2018/12/13 19:23:19+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.96269,-93.27149,-10382934.31,5615649.725,5,Whittier,2018/12/14 08:20:37+00
106863,18-407736,2018/12/13 19:25:16+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Female,45.00598,-93.29936,-10386037.43,5622462.577,4,Jordan,2018/12/14 08:20:37+00
106864,18-407742,2018/12/13 19:27:49+00,Citizen / 9-1-1,Suspicious Person (P),INF-Information,NO,NO,NO,White,White,Male,44.9483555,-93.27730268,-10383581.84,5613394.777,5,Lyndale,2018/12/14 08:20:37+00
106865,18-407751,2018/12/13 19:37:43+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,White,Unknown,Male,45.00422,-93.31332,-10387591.44,5622186.245,4,Willard - Hay,2018/12/14 08:20:37+00
106866,18-407763,2018/12/13 19:52:29+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Female,44.94836,-93.28555,-10384500.38,5613395.918,5,Whittier,2018/12/14 08:20:37+00
106867,18-407765,2018/12/13 19:57:33+00,Equipment Violation,Suspicious Vehicle (P),ADV-Advised,NO,YES,YES,Unknown,Unknown,Male,45.01225075,-93.29684799,-10385757.61,5623450.322,4,Jordan,2018/12/14 08:20:35+00
106868,18-407770,2018/12/13 20:06:40+00,Investigative,Suspicious Vehicle (P),RPT-Report,YES,YES,YES,Native American,Native American,Male,44.95646,-93.24735,-10380247.68,5614669.451,3,East Phillips,2018/12/14 08:20:37+00
106869,18-407783,2018/12/13 20:16:49+00,Citizen / 9-1-1,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Unknown,44.99598786,-93.25370621,-10380955.09,5620889.879,2,St. Anthony East,2018/12/14 08:20:35+00
106870,18-407784,2018/12/13 20:17:18+00,Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,44.9600315,-93.27783609,-10383641.22,5615231.458,5,Whittier,2018/12/14 08:20:36+00
106871,18-407804,2018/12/13 20:32:46+00,,Traffic Law Enforcement (P),BKG-Booking,,,,,,,44.99083,-93.29818,-10385905.89,5620078.099,4,Near - North,2018/12/14 08:20:37+00
106872,18-407818,2018/12/13 20:40:22+00,Investigative,Suspicious Vehicle (P),UNF-Unfounded,NO,NO,NO,Unknown,Unknown,Unknown,45.00685325,-93.22689825,-10377970.84,5622600.455,2,Windom Park,2018/12/14 08:20:35+00
106873,18-407823,2018/12/13 20:42:18+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.95823518,-93.25114011,-10380669.43,5614948.864,3,East Phillips,2018/12/14 08:20:36+00
106874,18-407835,2018/12/13 20:47:00+00,Equipment Violation,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Latino,Male,44.94436,-93.31974,-10388306.3,5612766.829,5,West Calhoun,2018/12/14 08:20:37+00
106875,18-407837,2018/12/13 20:47:04+00,,Suspicious Person (P),INF-Information,,,,,,,44.99913768,-93.28875577,-10384856.79,5621385.732,4,Hawthorne,2018/12/14 08:20:35+00
106876,18-407841,2018/12/13 20:49:43+00,Investigative,Suspicious Person (P),BKG-Booking,NO,NO,NO,Unknown,Black,Male,44.99913516,-93.28682309,-10384641.64,5621385.336,4,Near - North,2018/12/14 08:20:35+00
106877,18-407844,2018/12/13 20:50:19+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.95004824,-93.28808845,-10384782.5,5613661.029,5,Whittier,2018/12/14 08:20:37+00
106878,18-407854,2018/12/13 20:54:18+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Male,44.94485655,-93.26517242,-10382231.5,5612844.452,3,Central,2018/12/14 08:20:36+00
106879,18-407871,2018/12/13 21:07:46+00,Citizen / 9-1-1,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Unknown,44.99198012,-93.2948836,-10385538.94,5620259.009,4,Near - North,2018/12/14 08:20:35+00
106880,18-407880,2018/12/13 21:20:29+00,,Traffic Law Enforcement (P),RPT-Report,,,,,,,44.98043108,-93.23400904,-10378762.41,5618441.287,2,Marcy Holmes,2018/12/14 08:20:35+00
106881,18-407883,2018/12/13 21:22:13+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.90527,-93.25084,-10380636.4,5606620.795,3,Hale,2018/12/14 08:20:37+00
106882,18-407896,2018/12/13 21:33:11+00,Citizen / 9-1-1,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Unknown,45.00504655,-93.3021373,-10386346.41,5622315.997,4,Jordan,2018/12/14 08:20:35+00
106883,18-407897,2018/12/13 21:34:33+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Asian,Male,44.9820925,-93.23815506,-10379223.94,5618702.758,2,Marcy Holmes,2018/12/14 08:20:37+00
106884,18-407907,2018/12/13 21:44:24+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Female,44.9987,-93.26906,-10382663.76,5621317.505,2,St. Anthony West,2018/12/14 08:20:37+00
106885,18-407918,2018/12/13 21:58:36+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Female,45.02152013,-93.26273756,-10381960.46,5624910.027,2,Marshall Terrace,2018/12/14 08:20:37+00
106886,18-407928,2018/12/13 22:12:06+00,Investigative,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,White,Male,45.0132,-93.23323,-10378675.87,5623600.229,2,Audubon Park,2018/12/14 08:20:37+00
106887,18-407943,2018/12/13 22:37:17+00,Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.94836098,-93.2912807,-10385137.86,5613395.64,5,CARAG,2018/12/14 08:20:37+00
106888,18-407944,2018/12/13 22:38:06+00,,Traffic Law Enforcement (P),ADV-Advised,,,,,,,44.97360851,-93.22479655,-10377736.88,5617367.643,2,Prospect Park - East River Road,2018/12/14 08:20:35+00
106889,18-407945,2018/12/13 22:38:42+00,,Suspicious Person (P),SNT-Sent,,,,,,,44.99913768,-93.28875577,-10384856.79,5621385.732,4,Hawthorne,2018/12/14 08:20:35+00
106890,18-407950,2018/12/13 22:41:58+00,Moving Violation,Traffic Law Enforcement (P),GOA-Gone on Arrival,YES,NO,NO,Unknown,Unknown,Unknown,45.00125875,-93.30562646,-10386734.83,5621719.653,4,Willard - Hay,2018/12/14 08:20:37+00
106891,18-407965,2018/12/13 22:57:43+00,Investigative,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,45.03282686,-93.26383787,-10382082.94,5626690.885,2,Columbia Park,2018/12/14 08:20:37+00
106892,18-407968,2018/12/13 23:02:25+00,,Traffic Law Enforcement (P),TOW-Towed,,,,,,,44.96269,-93.27941,-10383816.15,5615650.112,5,Whittier,2018/12/14 08:20:37+00
106893,18-407969,2018/12/13 23:03:02+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,44.99874,-93.30066,-10386182.23,5621322.674,4,Willard - Hay,2018/12/14 08:20:37+00
106894,18-407972,2018/12/13 23:07:53+00,Investigative,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Native American,Female,44.95645994,-93.24596583,-10380093.43,5614669.597,3,East Phillips,2018/12/14 08:20:37+00
